Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2010 Audi A6 Sedan 4.2,TRUE,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,2010,3,2,350,325,4.2,8 ,6,179,52,220,16,23,Gasoline,Audi,2010 Audi A6 Sedan
2011 Audi A6 Avant,TRUE,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,2011,3,2,300,310,3.0,6 ,6,198,69,220,18,26,Gasoline,Audi,2011 Audi A6 Avant
2010 Audi A6 Avant,TRUE,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,2010,3,2,300,310,3.0,6 ,6,198,69,220,18,26,Gasoline,Audi,2010 Audi A6 Avant
2012 Audi A7,TRUE,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,2012,3,2,310,325,3.0,6 ,8,140,105,91,18,28,Gasoline,Audi,2012 Audi A7
2011 Audi A8,TRUE,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,2011,3,2,372,328,4.2,8 ,8,180,17,63,17,27,Gasoline,Audi,2011 Audi A8
2011 Audi A8 L,TRUE,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,2011,3,2,372,328,4.2,8 ,8,191,147,63,17,27,Gasoline,Audi,2011 Audi A8
2010 Audi A8 L,TRUE,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,2010,3,2,350,325,4.2,8 ,6,164,198,236,16,23,Gasoline,Audi,2010 Audi A8
2010 Audi A8,TRUE,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,2010,3,2,350,325,4.2,8 ,6,164,198,236,16,23,Gasoline,Audi,2010 Audi A8
2012 Audi Q5 2.0 T,TRUE,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,2012,3,2,211,258,2.0,4 ,8,117,21,41,20,27,Gasoline,Audi,2012 Audi Q5
2012 Audi Q5 3.2,TRUE,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,2012,3,2,270,243,3.2,6 ,6,117,21,41,18,23,Gasoline,Audi,2012 Audi Q5
2011 Audi Q5 2.0 T,TRUE,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,2011,3,2,211,258,2.0,4 ,8,117,21,41,20,27,Gasoline,Audi,2011 Audi Q5
2011 Audi Q5 3.2,TRUE,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,2011,3,2,270,243,3.2,6 ,6,117,21,41,18,23,Gasoline,Audi,2011 Audi Q5
2010 Audi Q5 3.2,TRUE,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,2010,3,2,270,243,3.2,6 ,6,117,21,41,18,23,Gasoline,Audi,2010 Audi Q5
2009 Audi Q5 3.2,TRUE,Audi 3.2L 6 cylinder 270 hp 243 ft-lbs,2009,3,2,270,243,3.2,6 ,6,117,20,88,18,23,Gasoline,Audi,2009 Audi Q5
2012 Audi Q7 3.0 T S Line,TRUE,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,2012,3,2,333,325,3.0,6 ,8,201,225,129,16,22,Gasoline,Audi,2012 Audi Q7
2012 Audi Q7 3.0 T,TRUE,Audi 3.0L 6 Cylinder 280 hp 295 ft-lbs S-charged,2012,3,2,280,295,3.0,6 ,8,201,225,129,16,22,Gasoline,Audi,2012 Audi Q7
2012 Audi Q7 3.0 TDI,TRUE,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,2012,3,2,225,406,3.0,6 ,8,201,225,129,17,25,Diesel fuel,Audi,2012 Audi Q7
2011 Audi Q7 3.0 T S Line,TRUE,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,2011,3,2,333,325,3.0,6 ,8,201,225,129,16,22,Gasoline,Audi,2011 Audi Q7
2011 Audi Q7 3.0 T,TRUE,Audi 3.0L 6 Cylinder 272 hp 295 ft-lbs S-charged,2011,3,2,272,295,3.0,6 ,8,201,225,129,16,22,Gasoline,Audi,2011 Audi Q7
2011 Audi Q7 3.0 TDI,TRUE,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,2011,3,2,225,406,3.0,6 ,8,201,225,129,17,25,Diesel fuel,Audi,2011 Audi Q7
2010 Audi Q7 3.6,TRUE,Audi 3.6L 6 cylinder 280hp 266 ft-lbs,2010,3,2,280,266,3.6,6 ,6,201,223,191,14,19,Gasoline,Audi,2010 Audi Q7
2010 Audi Q7 3.0 TDI,TRUE,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,2010,3,2,225,406,3.0,6 ,6,201,223,191,17,25,Diesel fuel,Audi,2010 Audi Q7
2010 Audi Q7 4.2,TRUE,Audi 4.2L 8 cylinder 350 hp 325 ft-lbs,2010,3,2,350,325,4.2,8 ,6,201,223,191,13,18,Gasoline,Audi,2010 Audi Q7
2009 Audi Q7 3.0 TDI,TRUE,Audi 3.0L 6 Cylinder 225 hp 406 ft-lbs Turbo Diesel,2009,3,2,225,406,3.0,6 ,6,201,221,191,17,25,Diesel fuel,Audi,2009 Audi Q7
2011 Audi R8 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,2011,3,1,420,317,4.2,8 ,6,228,82,138,11,20,Gasoline,Audi,2011 Audi R8 Coupe
2011 Audi R8 Coupe 5.2,TRUE,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,2011,3,1,525,391,5.2,10 ,6,228,82,138,12,19,Gasoline,Audi,2011 Audi R8 Coupe
2012 Audi R8 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,2012,3,1,430,316,4.2,8 ,6,228,79,237,11,20,Gasoline,Audi,2012 Audi R8 Coupe
2012 Audi R8 Coupe 5.2,TRUE,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,2012,3,1,525,391,5.2,10 ,6,228,83,237,12,19,Gasoline,Audi,2012 Audi R8 Coupe
2010 Audi R8 Coupe 5.2,TRUE,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,2010,3,1,525,391,5.2,10 ,6,228,83,138,12,20,Gasoline,Audi,2010 Audi R8 Coupe
2010 Audi R8 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,2010,3,1,420,317,4.2,8 ,6,228,79,112,12,19,Gasoline,Audi,2010 Audi R8 Coupe
2011 Audi R8 Spyder 4.2,TRUE,Audi 4.2L 8 cylinder 420hp 317 ft-lbs,2011,3,1,420,317,4.2,8 ,6,220,79,113,11,20,Gasoline,Audi,2011 Audi R8 Spyder
2011 Audi R8 Spyder 5.2,TRUE,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,2011,3,1,525,391,5.2,10 ,6,220,83,113,12,19,Gasoline,Audi,2011 Audi R8 Spyder
2012 Audi S4 Sedan 3.0,TRUE,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,2012,3,1,333,325,3.0,6 ,6,126,109,248,18,27,Gasoline,Audi,2012 Audi S4 Sedan
2011 Audi S4 Sedan 3.0,TRUE,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,2011,3,1,333,325,3.0,6 ,6,147,95,214,18,27,Gasoline,Audi,2011 Audi S4 Sedan
2010 Audi S4 Sedan 3.0,TRUE,Audi 3.0L 6 Cylinder 333 hp 325 ft-lbs S-charged,2010,3,1,333,325,3.0,6 ,6,126,109,34,18,27,Gasoline,Audi,2010 Audi S4 Sedan
2012 Audi S5 Coupe 4.2 AT,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2012,3,2,354,325,4.2,8 ,6,89,27,228,16,24,Gasoline,Audi,2012 Audi S5 Coupe
2012 Audi S5 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2012,3,1,354,325,4.2,8 ,6,89,27,228,14,22,Gasoline,Audi,2012 Audi S5 Coupe
2011 Audi S5 Coupe 4.2 AT,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2011,3,2,354,325,4.2,8 ,6,92,17,62,16,24,Gasoline,Audi,2011 Audi S5 Coupe
2011 Audi S5 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2011,3,1,354,325,4.2,8 ,6,92,17,62,14,22,Gasoline,Audi,2011 Audi S5 Coupe
2010 Audi S5 Coupe 4.2 AT,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2010,3,2,354,325,4.2,8 ,6,89,27,62,16,24,Gasoline,Audi,2010 Audi S5 Coupe
2010 Audi S5 Coupe 4.2,TRUE,Audi 4.2L 8 cylinder 354hp 325 ft-lbs,2010,3,1,354,325,4.2,8 ,6,89,27,62,14,22,Gasoline,Audi,2010 Audi S5 Coupe
2011 Audi S6,TRUE,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,2011,3,2,435,398,5.2,10 ,6,169,52,237,14,21,Gasoline,Audi,2011 Audi S6
2010 Audi S6,TRUE,Audi 5.2L 10 Cylinder 435hp 398 ft-lbs,2010,3,2,435,398,5.2,10 ,6,169,52,220,14,19,Gasoline,Audi,2010 Audi S6
2012 Audi R8 Spyder 4.2,TRUE,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,2012,3,1,430,316,4.2,8 ,6,220,79,237,11,20,Gasoline,Audi,2012 Audi R8 Spyder
2012 Audi R8 Spyder 5.2,TRUE,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,2012,3,1,525,391,5.2,10 ,6,220,83,237,12,19,Gasoline,Audi,2012 Audi R8 Spyder
2012 Audi A5 Cabriolet 2.0 T Quattro,TRUE,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,2012,3,2,211,258,2.0,4 ,8,103,17,228,21,29,Gasoline,Audi,2012 Audi A5 Cabriolet
2012 Audi A8 L,TRUE,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,2012,3,2,372,328,4.2,8 ,8,191,147,63,18,28,Gasoline,Audi,2012 Audi A8
2012 Audi A8,TRUE,Audi 4.2L 8 Cylinder 372 hp 328 ft-lbs,2012,3,2,372,328,4.2,8 ,8,180,17,63,18,28,Gasoline,Audi,2012 Audi A8
2012 Audi A8 W12,TRUE,Audi 6.3L 12 Cylinder 500 hp 463 ft-lbs,2012,3,2,500,463,6.3,12 ,8,191,147,63,14,21,Gasoline,Audi,2012 Audi A8
2012 Audi TT RS,TRUE,Audi 2.5L 5 Cylinder 360 hp 343 ft-lbs Turbo,2012,3,1,360,343,2.5,5 ,6,62,102,50,18,25,Gasoline,Audi,2012 Audi TT RS
2010 Bentley Brooklands,TRUE,Bentley 6.8L 8 cylinder 530hp 774 ft-lbs Turbo,2010,2,2,530,774,6.8,8 ,6,193,34,107,9,15,Gasoline,Bentley,2010 Bentley Brooklands
2012 Bentley Continental Supersports Convertible,TRUE,Bentley 6.0L 12 Cylinder 621 hp 590 ft-lbs FFV Turbo,2012,3,2,621,590,6.0,12 ,6,99,195,153,8,14,E85,Bentley,2012 Bentley Continental Supersports Convertible
2012 Bentley Continental Supersports Coupe,TRUE,Bentley 6.0L 12 Cylinder 621 hp 590 ft-lbs FFV Turbo,2012,3,2,621,590,6.0,12 ,6,110,199,153,8,14,E85,Bentley,2012 Bentley Continental Supersports Coupe
2011 Bentley Continental Supersports Convertible,TRUE,Bentley 6.0L 12 Cylinder 621 hp 590 ft-lbs FFV Turbo,2011,3,2,621,590,6.0,12 ,6,99,195,153,8,14,E85,Bentley,2011 Bentley Continental Supersports Convertible
2010 Bentley Continental Supersports,TRUE,Bentley 6.0L 12 Cylinder 621 hp 590 ft-lbs FFV Turbo,2010,3,2,621,590,6.0,12 ,6,99,195,153,12,19,Gasoline,Bentley,2010 Bentley Continental Supersports
2012 Bentley Continental Flying Spur,TRUE,Bentley 6.0L 12 Cylinder 552 hp 479 ft-lbs FFV Turbo,2012,3,2,552,479,6.0,12 ,6,118,170,184,8,13,E85,Bentley,2012 Bentley Continental Flying Spur
2012 Bentley Continental Flying Spur Speed,TRUE,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,2012,3,2,600,553,6.0,12 ,6,108,170,184,11,19,Gasoline,Bentley,2012 Bentley Continental Flying Spur
2011 Bentley Continental Flying Spur Speed,TRUE,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,2011,3,2,600,553,6.0,12 ,6,185,170,184,10,17,Gasoline,Bentley,2011 Bentley Continental Flying Spur
2010 Bentley Continental Flying Spur Speed,TRUE,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,2010,3,2,600,553,6.0,12 ,6,185,170,184,10,17,Gasoline,Bentley,2010 Bentley Continental Flying Spur
2010 Bentley Continental Flying Spur,TRUE,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,2010,3,2,552,479,6.0,12 ,6,195,170,184,10,17,Gasoline,Bentley,2010 Bentley Continental Flying Spur
2012 Bentley Continental GT,TRUE,Bentley 6.0L 12 Cylinder 567 hp 516 ft-lbs FFV,2012,3,2,567,516,6.0,12 ,6,124,198,152,8,14,E85,Bentley,2012 Bentley Continental GT
2010 Bentley Continental GT,TRUE,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,2010,3,2,552,479,6.0,12 ,6,109,195,123,10,17,Gasoline,Bentley,2010 Bentley Continental GT
2010 Bentley Continental GT Speed,TRUE,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,2010,3,2,600,553,6.0,12 ,6,99,195,123,10,17,Gasoline,Bentley,2010 Bentley Continental GT
2011 Bentley Continental GTC Speed,TRUE,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,2011,3,2,600,553,6.0,12 ,6,109,195,135,11,18,Gasoline,Bentley,2011 Bentley Continental GTC
2010 Bentley Continental GTC Speed,TRUE,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,2010,3,2,600,553,6.0,12 ,6,109,195,125,10,17,Gasoline,Bentley,2010 Bentley Continental GTC
2010 Bentley Continental GTC,TRUE,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,2010,3,2,552,479,6.0,12 ,6,117,195,135,10,17,Gasoline,Bentley,2010 Bentley Continental GTC
2010 Bentley Azure T,TRUE,Bentley 6.8L 8 cylinder 500hp 738 ft-lbs Turbo,2010,2,2,500,738,6.8,8 ,6,210,34,107,9,15,Gasoline,Bentley,2010 Bentley Azure T
2012 Bentley Mulsanne,TRUE,Bentley 6.8L 8 Cylinder 505 hp 752 ft-lbs Turbo,2012,2,2,505,752,6.8,8 ,8,241,199,134,11,18,Gasoline,Bentley,2012 Bentley Mulsanne
2010 BMW X5 M SUV,TRUE,BMW 4.4L 8 cylinder 555hp 500 ft-lbs Turbo,2010,3,2,555,500,4.4,8 ,6,226,243,201,12,17,Gasoline,BMW,2010 BMW X5
2011 BMW X5 M SUV,TRUE,BMW 4.4L 8 cylinder 555hp 500 ft-lbs Turbo,2011,3,2,555,500,4.4,8 ,6,226,243,201,12,17,Gasoline,BMW,2011 BMW X5
2010 BMW X6 M,TRUE,BMW 4.4L 8 cylinder 555hp 500 ft-lbs Turbo,2010,3,2,555,500,4.4,8 ,6,148,12,191,12,17,Gasoline,BMW,2010 BMW X6
2011 BMW X6 M,TRUE,BMW 4.4L 8 cylinder 555hp 500 ft-lbs Turbo,2011,3,2,555,500,4.4,8 ,6,148,12,191,12,17,Gasoline,BMW,2011 BMW X6
2010 BMW 135i Convertible,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,1,300,300,3.0,6 ,6,132,9,211,17,26,Gasoline,BMW,2010 BMW 1 Series Convertible
2010 BMW 135i Convertible AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,6,132,9,211,17,26,Gasoline,BMW,2010 BMW 1 Series Convertible
2011 BMW 135i Convertible,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,1,300,300,3.0,6 ,6,132,9,211,19,28,Gasoline,BMW,2011 BMW 1 Series Convertible
2010 BMW 335i Convertible AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,6,104,227,247,17,26,Gasoline,BMW,2010 BMW 3 Series Convertible
2010 BMW 335i Convertible,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,1,300,300,3.0,6 ,6,104,227,247,17,26,Gasoline,BMW,2010 BMW 3 Series Convertible
2011 BMW 335i Convertible AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,2,300,300,3.0,6 ,6,104,12,247,19,28,Gasoline,BMW,2011 BMW 3 Series Convertible
2011 BMW 335is Convertible,TRUE,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,2011,2,1,320,332,3.0,6 ,6,91,12,247,18,26,Gasoline,BMW,2011 BMW 3 Series Convertible
2011 BMW 335i Convertible,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,1,300,300,3.0,6 ,6,104,12,247,19,28,Gasoline,BMW,2011 BMW 3 Series Convertible
2010 BMW 335i xDrive Coup AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,2,300,300,3.0,6 ,6,114,247,247,17,25,Gasoline,BMW,2010 BMW 3 Series Coup
2010 BMW 335i Coup AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,6,94,247,247,17,26,Gasoline,BMW,2010 BMW 3 Series Coup
2010 BMW 335i Coup,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,1,300,300,3.0,6 ,6,94,247,247,17,26,Gasoline,BMW,2010 BMW 3 Series Coup
2010 BMW 335i xDrive Coup,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,1,300,300,3.0,6 ,6,114,247,247,16,25,Gasoline,BMW,2010 BMW 3 Series Coup
2011 BMW 335i xDrive Coup AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,3,2,300,300,3.0,6 ,6,114,12,247,18,27,Gasoline,BMW,2011 BMW 3 Series Coup
2011 BMW 335i Coup AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,2,300,300,3.0,6 ,6,94,12,247,19,28,Gasoline,BMW,2011 BMW 3 Series Coup
2011 BMW 335is Coup,TRUE,BMW 3.0L 6 cylinder 320 hp 332 ft-lbs Turbo,2011,2,1,320,332,3.0,6 ,6,94,12,247,18,26,Gasoline,BMW,2011 BMW 3 Series Coup
2011 BMW 335i xDrive Coup,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,3,1,300,300,3.0,6 ,6,114,12,247,19,26,Gasoline,BMW,2011 BMW 3 Series Coup
2011 BMW 335i Coup,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,1,300,300,3.0,6 ,6,94,12,247,19,28,Gasoline,BMW,2011 BMW 3 Series Coup
2010 BMW 335i Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,6,139,174,24,17,26,Gasoline,BMW,2010 BMW 3 Series Sedan
2010 BMW 335i xDrive Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,2,300,300,3.0,6 ,6,144,174,24,17,25,Gasoline,BMW,2010 BMW 3 Series Sedan
2010 BMW 335d Sedan,TRUE,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,2010,2,2,265,425,3.0,6 ,6,144,174,24,23,36,Gasoline,BMW,2010 BMW 3 Series Sedan
2010 BMW 335i xDrive Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,1,300,300,3.0,6 ,6,144,174,24,16,25,Gasoline,BMW,2010 BMW 3 Series Sedan
2010 BMW 335i Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,1,300,300,3.0,6 ,6,139,174,24,17,26,Gasoline,BMW,2010 BMW 3 Series Sedan
2011 BMW 335d Sedan,TRUE,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,2011,2,2,265,425,3.0,6 ,6,144,174,24,23,36,Gasoline,BMW,2011 BMW 3 Series Sedan
2011 BMW 335i xDrive Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,3,2,300,300,3.0,6 ,6,144,174,24,18,27,Gasoline,BMW,2011 BMW 3 Series Sedan
2011 BMW 335i Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,2,300,300,3.0,6 ,6,139,174,24,19,28,Gasoline,BMW,2011 BMW 3 Series Sedan
2011 BMW 335i xDrive Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,3,1,300,300,3.0,6 ,6,144,174,24,19,26,Gasoline,BMW,2011 BMW 3 Series Sedan
2011 BMW 335i Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,1,300,300,3.0,6 ,6,139,174,24,19,28,Gasoline,BMW,2011 BMW 3 Series Sedan
2010 BMW 535i xDrive Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,1,300,300,3.0,6 ,6,200,245,54,16,25,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 550i Sedan AT,TRUE,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,2010,2,2,360,360,4.8,8 ,6,188,245,54,15,23,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 535i xDrive Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,2,300,300,3.0,6 ,6,200,245,54,17,25,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 550i Sedan,TRUE,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,2010,2,1,360,360,4.8,8 ,6,188,245,54,15,22,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 535i Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,6,188,245,54,17,26,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 535i Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,1,300,300,3.0,6 ,6,188,245,54,17,26,Gasoline,BMW,2010 BMW 5 Series Sedan
2010 BMW 550i Sedan,TRUE,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,2011,2,1,360,360,4.8,8 ,6,188,245,54,15,22,Gasoline,BMW,2010 BMW 5 Series Sedan
2011 BMW 550i Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2011,2,1,400,450,4.4,8 ,6,183,40,67,15,22,Gasoline,BMW,2011 BMW 5 Series Sedan
2011 BMW 535i Sedan AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,2,300,300,3.0,6 ,8,183,40,67,20,30,Gasoline,BMW,2011 BMW 5 Series Sedan
2011 BMW 535i Sedan,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,1,300,300,3.0,6 ,6,183,40,67,19,28,Gasoline,BMW,2011 BMW 5 Series Sedan
2011 BMW 550i Sedan AT,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2011,2,2,400,450,4.4,8 ,8,183,40,67,17,25,Gasoline,BMW,2011 BMW 5 Series Sedan
2010 BMW 535i xDrive Sports Wagon AT,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,2,300,300,3.0,6 ,6,210,248,54,16,24,Gasoline,BMW,2010 BMW 5 Series Sports Wagon
2010 BMW 535i xDrive Sports Wagon,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,3,1,300,300,3.0,6 ,6,210,248,54,16,23,Gasoline,BMW,2010 BMW 5 Series Sports Wagon
2010 BMW 535i Gran Turismo,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2010,2,2,300,300,3.0,6 ,8,23,134,107,19,28,Gasoline,BMW,2010 BMW 5 Series Gran Turismo
2010 BMW 550i Gran Turismo,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2010,2,2,400,450,4.4,8 ,8,23,134,107,15,22,Gasoline,BMW,2010 BMW 5 Series Gran Turismo
2010 BMW 550i xDrive Gran Turismo,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2010,3,2,400,450,4.4,8 ,8,23,134,107,15,22,Gasoline,BMW,2010 BMW 5 Series Gran Turismo
2011 BMW 550i Gran Turismo,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2011,2,2,400,450,4.4,8 ,8,23,134,107,15,22,Gasoline,BMW,2011 BMW 5 Series Gran Turismo
2011 BMW 550i xDrive Gran Turismo,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2011,3,2,400,450,4.4,8 ,8,23,134,107,15,22,Gasoline,BMW,2011 BMW 5 Series Gran Turismo
2011 BMW 535i xDrive Gran Turismo,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,3,2,300,300,3.0,6 ,8,23,134,107,19,27,Gasoline,BMW,2011 BMW 5 Series Gran Turismo
2011 BMW 535i Gran Turismo,TRUE,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,2011,2,2,300,300,3.0,6 ,8,23,134,107,20,30,Gasoline,BMW,2011 BMW 5 Series Gran Turismo
2010 BMW 650i Convertible MT,TRUE,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,2010,2,1,360,360,4.8,8 ,6,94,223,62,14,21,Gasoline,BMW,2010 BMW 6 Series Convertible
2010 BMW 650i Coup MT,TRUE,BMW 4.8L 8 cylinder 360hp 360 ft-lbs,2010,2,1,360,360,4.8,8 ,6,94,223,62,15,22,Gasoline,BMW,2010 BMW 6 Series Coup
2009 BMW 750i Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2009,2,2,400,450,4.4,8 ,6,200,210,110,15,22,Gasoline,BMW,2009 BMW 7 Series
2009 BMW 750Li Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2009,2,2,400,450,4.4,8 ,6,200,94,110,14,21,Gasoline,BMW,2009 BMW 7 Series
2010 BMW 750Li xDrive Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2010,3,2,400,450,4.4,8 ,6,200,94,110,14,20,Gasoline,BMW,2010 BMW 7 Series
2010 BMW 750i xDrive Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2010,3,2,400,450,4.4,8 ,6,200,210,110,14,20,Gasoline,BMW,2010 BMW 7 Series
2010 BMW 760Li Sedan,TRUE,BMW 6.0L 12 cylinder 535hp 550 ft-lbs Turbo,2010,2,2,535,550,6.0,12 ,8,200,94,110,13,19,Gasoline,BMW,2010 BMW 7 Series
2010 BMW 750Li Sedan,TRUE,BMW 4.4L 8 cylinder 400 hp 450 ft-lbs Turbo,2010,2,2,400,450,4.4,8 ,6,200,94,110,14,21,Gasoline,BMW,2010 BMW 7 Series
